151	2
245	2
255	2
294	2
337	2
374	2
378	2
397	2
406	2
495	2
514	2
516	2
534	2
536	2
540	2
572	2
612	2
615	2
657	2
674	2
679	2
686	2
696	2
722	2
748	2
821	2
855	2
924	2
967	2
1200	2
1210	2
1262	2
1316	2
1644	2
1753	2
10001	2
10002	2
10006	2
10010	2
10014	2
10015	2
10016	2
10017	2
10028	2
10034	2
10039	2
10040	2
10060	2
10061	2
10063	2
10064	2
10066	2
10070	2
10077	2
10098	2
10100	2
10102	2
10104	2
10107	2
10110	2
10114	2
10115	2
10116	2
10125	2
10127	2
10138	2
10141	2
10142	2
10145	2
10146	2
10152	2
10160	2
10161	2
10167	2
10172	2
10174	2
10180	2
10182	2
10192	2
10193	2
10194	2
10195	2
10196	2
10197	2
10200	2
10205	2
10220	2
10223	2
10225	2
10227	2
10233	2
10236	2
10238	2
10252	2
10256	2
10263	2
10264	2
10266	2
10267	2
10283	2
10284	2
10286	2
10287	2
10289	2
10293	2
10297	2
10298	2
10299	2
10301	2
10302	2
10305	2
10311	2
10315	2
10322	2
10325	2
10327	2
10333	2
10334	2
10336	2
10338	2
10339	2
10341	2
10344	2
10345	2
10347	2
10348	2
10350	2
10352	2
10360	2
10368	2
10371	2
10372	2
10382	2
10405	2
10406	2
10408	2
10427	2
10432	2
10440	2
10450	2
10466	2
10489	2
10494	2
10497	2
10504	2
10508	2
10523	2
10527	2
10533	2
10535	2
10563	2
10579	2
10583	2
10596	2
10608	2
10611	2
10625	2
10666	2
10670	2
10673	2
10684	2
10700	2
10718	2
10730	2
10738	2
10763	2
10815	2
10820	2
10858	2
10871	2
10881	2
10887	2
10901	2
10902	2
10910	2
10915	2
10916	2
10920	2
10924	2
10926	2
10930	2
10936	2
10938	2
10940	2
10959	2
11013	2
11039	2
11040	2
11043	2
11051	2
11056	2
11057	2
11067	2
11076	2
11078	2
11086	2
11093	2
11094	2
11096	2
11115	2
11121	2
11157	2
11235	2
11241	2
11264	2
11287	2
11308	2
11326	2
11335	2
11340	2
11344	2
11348	2
11350	2
11369	2
11396	2
11403	2
11412	2
11417	2
11418	2
11462	2
11475	2
11480	2
11484	2
11489	2
11505	2
11507	2
11508	2
11515	2
11518	2
11519	2
11520	2
11536	2
11538	2
11550	2
11583	2
11586	2
11609	2
11614	2
11615	2
11616	2
11629	2
11683	2
11692	2
11703	2
11714	2
11729	2
11742	2
11847	2
11849	2
11850	2
11879	2
11898	2
11953	2
11957	2
11960	2
11991	2
11995	2
11997	2
12160	2
12207	2
12218	2
12382	2
12406	2
12455	2
12545	2
12592	2
12694	2
12705	2
12797	2
12844	2
12918	2
13185	2
13194	2
13257	2
122	3
242	3
439	3
501	3
532	3
544	3
793	3
798	3
908	3
926	3
928	3
929	3
1208	3
1632	3
1730	3
1746	3
1757	3
10000	3
10003	3
10005	3
10007	3
10011	3
10012	3
10022	3
10023	3
10024	3
10025	3
10027	3
10030	3
10031	3
10033	3
10043	3
10044	3
10045	3
10047	3
10048	3
10049	3
10052	3
10053	3
10054	3
10058	3
10069	3
10072	3
10074	3
10076	3
10078	3
10080	3
10081	3
10083	3
10084	3
10088	3
10089	3
10096	3
10097	3
10099	3
10105	3
10108	3
10109	3
10112	3
10113	3
10117	3
10120	3
10123	3
10124	3
10129	3
10130	3
10131	3
10132	3
10134	3
10135	3
10136	3
10139	3
10144	3
10147	3
10150	3
10151	3
10153	3
10155	3
10157	3
10158	3
10159	3
10164	3
10165	3
10169	3
10171	3
10175	3
10177	3
10178	3
10179	3
10181	3
10184	3
10186	3
10187	3
10198	3
10199	3
10201	3
10202	3
10207	3
10210	3
10212	3
10213	3
10214	3
10216	3
10217	3
10219	3
10228	3
10230	3
10231	3
10232	3
10234	3
10240	3
10241	3
10243	3
10245	3
10246	3
10247	3
10248	3
10250	3
10251	3
10255	3
10259	3
10261	3
10262	3
10265	3
10269	3
10271	3
10273	3
10276	3
10277	3
10278	3
10280	3
10285	3
10288	3
10303	3
10304	3
10306	3
10307	3
10308	3
10312	3
10316	3
10317	3
10320	3
10329	3
10331	3
10332	3
10335	3
10337	3
10342	3
10349	3
10351	3
10353	3
10354	3
10356	3
10369	3
10373	3
10394	3
10397	3
10400	3
10401	3
10429	3
10433	3
10439	3
10465	3
10468	3
10478	3
10482	3
10496	3
10502	3
10515	3
10520	3
10539	3
10541	3
10574	3
10600	3
10606	3
10626	3
10637	3
10664	3
10672	3
10679	3
10701	3
10702	3
10710	3
10721	3
10724	3
10739	3
10791	3
10793	3
10801	3
10802	3
10810	3
10819	3
10821	3
10856	3
10859	3
10891	3
10898	3
10905	3
10911	3
10912	3
10917	3
10918	3
10927	3
10934	3
10954	3
10963	3
10968	3
10986	3
11002	3
11004	3
11006	3
11011	3
11015	3
11018	3
11020	3
11022	3
11024	3
11026	3
11027	3
11029	3
11030	3
11031	3
11033	3
11035	3
11036	3
11038	3
11045	3
11047	3
11048	3
11049	3
11052	3
11053	3
11055	3
11060	3
11064	3
11066	3
11069	3
11072	3
11077	3
11080	3
11084	3
11088	3
11092	3
11095	3
11151	3
11166	3
11200	3
11212	3
11218	3
11228	3
11310	3
11311	3
11314	3
11319	3
11327	3
11330	3
11336	3
11346	3
11347	3
11351	3
11352	3
11353	3
11354	3
11367	3
11368	3
11407	3
11410	3
11414	3
11420	3
11450	3
11463	3
11466	3
11481	3
11487	3
11488	3
11490	3
11495	3
11503	3
11504	3
11513	3
11516	3
11517	3
11523	3
11534	3
11584	3
11585	3
11603	3
11631	3
11632	3
11633	3
11635	3
11654	3
11655	3
11658	3
11690	3
11691	3
11726	3
11732	3
11733	3
11747	3
11748	3
11770	3
11782	3
11838	3
11841	3
11908	3
12034	3
12208	3
12293	3
12296	3
12319	3
12335	3
12376	3
12385	3
12390	3
12507	3
12544	3
12546	3
12582	3
12621	3
12654	3
12875	3
147	4
165	4
166	4
240	4
288	4
302	4
315	4
437	4
481	4
709	4
714	4
719	4
753	4
820	4
1101	4
1513	4
1650	4
10029	4
10032	4
10051	4
10065	4
10067	4
10068	4
10073	4
10075	4
10085	4
10086	4
10087	4
10090	4
10091	4
10092	4
10094	4
10095	4
10103	4
10111	4
10118	4
10121	4
10128	4
10133	4
10143	4
10148	4
10149	4
10154	4
10162	4
10163	4
10166	4
10168	4
10173	4
10185	4
10203	4
10204	4
10208	4
10211	4
10218	4
10224	4
10237	4
10239	4
10244	4
10249	4
10253	4
10254	4
10270	4
10272	4
10274	4
10275	4
10290	4
10291	4
10292	4
10294	4
10296	4
10309	4
10313	4
10314	4
10318	4
10319	4
10321	4
10364	4
10396	4
10404	4
10419	4
10534	4
10571	4
10599	4
10627	4
10635	4
10862	4
10888	4
10900	4
10909	4
10913	4
10914	4
10923	4
10944	4
10949	4
10981	4
10985	4
10990	4
11003	4
11008	4
11010	4
11012	4
11023	4
11025	4
11032	4
11037	4
11041	4
11061	4
11071	4
11073	4
11082	4
11083	4
11085	4
11089	4
11097	4
11099	4
11149	4
11159	4
11198	4
11237	4
11259	4
11284	4
11297	4
11307	4
11312	4
11316	4
11317	4
11324	4
11331	4
11341	4
11400	4
11401	4
11402	4
11404	4
11405	4
11408	4
11411	4
11413	4
11415	4
11421	4
11422	4
11424	4
11426	4
11427	4
11430	4
11436	4
11456	4
11464	4
11465	4
11471	4
11472	4
11485	4
11486	4
11502	4
11506	4
11512	4
11617	4
11624	4
11696	4
11871	4
11985	4
12041	4
12223	4
12299	4
12532	4
12821	4
